estudiante_id_ofuscado,anio_academico,periodo_inscripcion,codigo_carrera,nombre_carrera,pensum,cohorte_ingreso
e9ab81f9-015e-5d17-873c-1b0fea4f2b58,2024,S1,58,Ciencias y Sistemas,2016-58,2021
ef638bbd-09bd-5411-8a78-9f02760fef4d,2024,S1,58,Ciencias y Sistemas,2016-58,2021
f0e271ee-a595-53f7-9c6d-6143d4843865,2024,S1,58,Ciencias y Sistemas,2016-58,2021
f3cfaa1d-b9fa-564b-a1b6-4ef5630c678e,2024,S1,58,Ciencias y Sistemas,2016-58,2021
f8dfcdf5-919b-55bc-8085-c7d8d9f98dca,2024,S1,58,Ciencias y Sistemas,2016-58,2021
f93241a3-ab93-546f-9b12-7a8613e97a13,2024,S1,58,Ciencias y Sistemas,2016-58,2021
faf14236-d1d9-56b9-93b3-a0446dff8a53,2024,S1,58,Ciencias y Sistemas,2016-58,2021
03428918-b91e-5e08-aaa6-3e1037681d49,2024,S1,58,Ciencias y Sistemas,2016-58,2022
0450959e-48dc-5783-9140-cfcec928c5c5,2024,S1,58,Ciencias y Sistemas,2016-58,2022
06845194-5599-5680-bfb6-ebd5b2311c5a,2024,S1,58,Ciencias y Sistemas,2016-58,2022
07a27d8a-0694-555b-8163-a77ef3fbf6ad,2024,S1,58,Ciencias y Sistemas,2016-58,2022
0abddb67-c783-530f-814b-5f0edd0526d8,2024,S1,58,Ciencias y Sistemas,2016-58,2022
0c06f8f4-288d-57e0-8936-3d81fc7db2e7,2024,S1,58,Ciencias y Sistemas,2016-58,2022
13aacc8a-4f10-5af2-8322-c4f461609117,2024,S1,58,Ciencias y Sistemas,2016-58,2022
14909b74-1ad8-5aa8-9c18-990ee5e451b5,2024,S1,58,Ciencias y Sistemas,2016-58,2022
180b9f04-e976-5cfd-b528-336f193ddab2,2024,S1,58,Ciencias y Sistemas,2016-58,2022
1a3f74b9-a360-5601-b622-f749de1c4cdf,2024,S1,58,Ciencias y Sistemas,2016-58,2022
1d635c53-c4c0-5948-9c2a-f8f5ddf0ffca,2024,S1,58,Ciencias y Sistemas,2016-58,2022
